gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ARHGAP12,304.4111718,3.340328246,0.673158401,3.476638253,0.000507742,0.043274659
LDLR,305.6706042,2.595982098,0.459178013,3.475737193,0.000509451,0.043284193
PARD3B,120.5642584,3.497151504,0.720846208,3.46419455,0.000531822,0.043949771
SLC19A2,56.14726852,2.920635166,0.555408877,3.458056302,0.000544088,0.044294201
GSTM3,243.1057115,2.733131454,0.501758925,3.454111861,0.000552108,0.044535095
GMFB,681.9747862,3.161193068,0.625602928,3.454576329,0.000551158,0.044535095
MYLK,533.7609427,2.702223284,0.49386131,3.446763798,0.000567344,0.044853613
BHLHE41,395.8865779,4.194435624,0.927927073,3.442550302,0.000576257,0.04486735
TWSG1,103.5678673,2.915946405,0.556512006,3.442776406,0.000575775,0.04486735
SLC30A1,215.2157011,2.951273789,0.567209948,3.440126175,0.000581443,0.04486735
CPED1,57.73364348,2.457593961,0.424762897,3.431547275,0.000600149,0.045819226
SCARNA7,586.8675114,2.989934383,0.580419514,3.428441556,0.000607057,0.046138272
SH3BGR,60.5611101,3.040293582,0.598318464,3.410046163,0.000649519,0.047707071
YES1,184.2802622,3.230439462,0.654397461,3.408386486,0.000653483,0.047797592
RHOBTB3,923.4523132,3.596361971,0.763067451,3.402532723,0.000667644,0.048512451
TTC8,60.5931716,2.94771403,0.573668356,3.395191679,0.000685806,0.049155611
NBEAL1,180.4700119,2.73887644,0.512742323,3.391326135,0.000695553,0.04922785
BAG3,305.7686161,2.844234516,0.543824154,3.391233184,0.000695789,0.04922785
SAMD4A,372.4647338,2.931764217,0.569974339,3.389212613,0.000700936,0.049344102
MAOB,505.9333152,4.479562044,1.027406203,3.386744244,0.000707273,0.049405198
CTTNBP2NL,185.9913028,3.206906222,0.65153959,3.387217377,0.000706054,0.049405198
IL6ST,1385.694656,3.080803842,0.614570726,3.385784182,0.000709752,0.049436033
NFIA,1329.370388,3.222717586,0.656742353,3.384459027,0.000713187,0.049436033
UACA,147.0692424,3.108696447,0.623614616,3.381409595,0.00072115,0.049481816
CFAP43,55.96315164,4.082243029,0.913189414,3.375250503,0.000737485,0.049909166
NHLRC2,209.5330822,2.976736775,0.586253872,3.371810181,0.000746759,0.050097545
ITPRID2,651.5920419,3.12560371,0.631684837,3.364975039,0.000765506,0.050727395
NRP2,209.5221776,3.695055777,0.802619417,3.357825288,0.000785582,0.051305162
ADGRA3,330.6943011,3.651508334,0.791115158,3.351608559,0.000803435,0.051600729
ZCCHC12,182.5610781,4.803481652,1.134188645,3.353482392,0.000798015,0.051600729
PLXNA4,568.3728493,3.774436631,0.827104001,3.354398753,0.000795377,0.051600729
OSMR,82.68275513,4.058427694,0.913126371,3.349402439,0.000809861,0.051778816
FLT1,184.6179432,3.364911311,0.706945385,3.345253197,0.000822075,0.052179614
PKP2,53.72991567,3.033787231,0.608119993,3.344384748,0.000824653,0.052220949
ELL2,506.9539785,3.022059043,0.607047014,3.330976013,0.000865421,0.053464122
C5orf24,185.1020204,2.849206579,0.555615639,3.328211894,0.000874054,0.053813508
CNN3,634.5634717,4.090863332,0.930052595,3.323321013,0.000889525,0.054276929
S100B,1072.87403,3.283199327,0.688291157,3.317199856,0.000909246,0.054400179
DPY19L3,354.9157617,2.799687789,0.542279049,3.318748516,0.000904218,0.054400179
MFAP3L,392.6336303,3.126317372,0.640838349,3.318024546,0.000906565,0.054400179
SOX6,210.1434027,2.585252749,0.478053748,3.316055474,0.000912977,0.054418854
LARP4,265.3803323,2.734110097,0.522972411,3.315873001,0.000913573,0.054418854
TMED7,221.2490222,2.874737288,0.56576697,3.313620955,0.000920963,0.054618928
PHLDA1,159.1414603,3.126378464,0.641902152,3.312620867,0.000924262,0.054694907
CD109,100.7125971,4.020337391,0.916019259,3.297242236,0.000976393,0.056923641
RAI14,74.99089895,3.436542882,0.739473414,3.294970224,0.000984321,0.057126455
SOCS6,188.6069482,3.883320993,0.875662912,3.292729376,0.000992199,0.057270601
PKIA,395.1272733,3.271227598,0.690785639,3.287890584,0.001009411,0.057839442
PDLIM3,77.25280686,4.179907938,0.969176487,3.281041151,0.001034247,0.058166891
PDE8B,255.340138,3.524581569,0.770541113,3.276374907,0.001051489,0.0585078
PAWR,106.5857056,1.839478231,0.256084475,3.278130114,0.001044972,0.0585078
CALD1,376.4397552,2.812215874,0.555342569,3.263239619,0.001101463,0.060240389
ARC,168.2325853,4.41901008,1.047814949,3.262990364,0.001102433,0.060240389
EDN1,61.50856299,3.162154873,0.664470648,3.253950916,0.001138119,0.061447113
PON2,456.8171473,3.358450832,0.725775908,3.249557897,0.001155845,0.062046653
CSRP2,61.80122181,2.489296915,0.458316102,3.249497256,0.001156092,0.062046653
PDGFC,57.00864311,2.82624644,0.562112201,3.248900196,0.001158521,0.062054149
TMEM106B,454.6764218,2.846842126,0.570139162,3.239283057,0.001198306,0.063063464
QKI,5145.35044,3.28433019,0.705713258,3.236909842,0.001208316,0.063222243
FN1,793.2572749,3.193661124,0.677984745,3.235561185,0.001214039,0.063222243
DPY19L4,125.3608165,2.906805526,0.589600432,3.234063988,0.001220421,0.063222243
IGF2,82.32406293,3.453744494,0.758890209,3.233332655,0.00122355,0.063222243
CDK17,414.7828965,2.907792841,0.590497138,3.230824874,0.001234335,0.063601127
ITGA7,287.9234638,3.590270245,0.802084274,3.229424051,0.001240398,0.063792245
PTGS2,78.67234481,3.074581404,0.643585699,3.223473437,0.00126646,0.064763919
GAB1,601.5634276,3.163043383,0.671642366,3.2205285,0.001279545,0.064928986
CEP112,80.23704614,3.499425601,0.776035508,3.220761903,0.001278503,0.064928986
SYNM,274.0038405,3.383437592,0.741855021,3.212807793,0.001314442,0.065972829
TWF1,168.3359362,3.068663863,0.644630284,3.209070245,0.00133165,0.066223298
FHL1,451.2607449,2.644037512,0.514148344,3.197593711,0.001385794,0.06683126
NR3C2,225.251938,2.760861201,0.550641296,3.197837167,0.001384624,0.06683126
STXBP6,263.688546,4.357013397,1.04949773,3.198685714,0.001380556,0.06683126
CCDC14,206.3435047,2.585490276,0.494999583,3.203013358,0.001359977,0.06683126
MTX3,152.4665991,3.229799623,0.696944461,3.199393563,0.00137717,0.06683126
SNORC,118.1544121,2.712183645,0.53462959,3.202560574,0.001362117,0.06683126
RAB30,484.688895,2.688435071,0.529919366,3.186211298,0.001441493,0.068093861
STARD4,120.1531743,2.410794057,0.442581812,3.187645805,0.001434361,0.068093861
ARL5B,140.1138026,2.800167537,0.565005949,3.186103686,0.001442029,0.068093861
AHCYL1,2461.479831,2.371999855,0.430622528,3.186084716,0.001442124,0.068093861
DNALI1,62.58795448,3.281574139,0.716928341,3.182429833,0.001460449,0.068481918
ZBTB10,221.8392162,2.462914366,0.461357381,3.170891864,0.001519717,0.07028821
MAP4K5,336.9422865,2.778699591,0.561487628,3.167833988,0.001535792,0.07036396
PMP2,2354.480413,4.720509459,1.174550023,3.167604091,0.001537007,0.07036396
PAQR3,113.6820371,3.166529418,0.684981758,3.162900899,0.001562055,0.070560626
ARHGAP5,1982.224816,3.258042527,0.714281507,3.161278159,0.001570784,0.070836878
SETD7,536.1025004,2.823196611,0.577714285,3.155879402,0.00160015,0.071382981
EHD2,69.02585533,2.843198022,0.584315789,3.154455276,0.00160798,0.071543644
SCAMP1,396.2841683,2.547885835,0.491046892,3.152215927,0.001620364,0.071876802
BTG3,62.49442272,2.544675968,0.491529343,3.142591566,0.001674593,0.073679385
BCAR3,72.15722546,2.931658148,0.614831771,3.141766966,0.001679316,0.073767441
SC5D,275.0912468,2.693254601,0.539426238,3.138991916,0.001695301,0.074279222
SDS,60.587134,3.037573221,0.649158056,3.138793707,0.001696448,0.074279222
CHGB,687.5152439,4.328737902,1.062071367,3.134194186,0.001723268,0.074534425
PANK3,508.7318497,3.034021882,0.64875422,3.135273449,0.00171694,0.074534425
FRMD6,86.9043975,4.206846944,1.022816716,3.135309479,0.001716729,0.074534425
ITGAV,774.4272911,3.571555937,0.82157151,3.130045169,0.001747794,0.075082433
FRS2,346.5084081,3.032143375,0.649364408,3.129434489,0.001751431,0.075109241
HRK,127.3496752,2.742279709,0.557069192,3.127582234,0.001762505,0.075296775
NPTXR,1784.261878,3.414422874,0.774128732,3.118890662,0.001815333,0.076399027
USP53,357.6074997,2.381709139,0.443543548,3.115160041,0.001838451,0.076963193
CRYBG3,109.8267109,3.476264011,0.795376119,3.113324566,0.001849925,0.077136161
GSDME,81.15927879,2.9755884,0.634651964,3.112868962,0.001852783,0.077136662
TMEM200A,54.35763661,3.599105808,0.836151113,3.108416372,0.001880929,0.077949251
SLC39A14,117.7809719,2.840911615,0.593341106,3.102619381,0.001918162,0.078173728
RBMS3,85.7220869,3.257003324,0.726999127,3.104547503,0.001905703,0.078173728
ZNF680,165.6173361,2.682714286,0.542342146,3.102680291,0.001917767,0.078173728
APOLD1,639.5105715,2.175504926,0.378448507,3.106115902,0.001895624,0.078173728
ARHGEF28,84.34180592,3.225887559,0.717521742,3.10218831,0.001920957,0.078173728
PRTFDC1,120.0178214,3.432034467,0.784161302,3.101446679,0.001925776,0.078186775
MITF,80.6928943,2.673290174,0.539741947,3.100167001,0.001934116,0.078186775
GAN,632.2162693,2.70790566,0.551029196,3.099483065,0.001938587,0.078186775
RNF19A,413.8799934,2.496719556,0.483082969,3.098266037,0.001946566,0.07830477
HSPH1,1006.283409,2.846918534,0.596221628,3.09770469,0.001950257,0.07830477
TMEM65,117.1875294,2.779691683,0.5745987,3.097277601,0.001953069,0.07830477
MYO5C,66.83034338,2.416109927,0.457823611,3.093134328,0.001980545,0.078823351
MTHFD2L,70.31428759,2.725075245,0.557703682,3.093175287,0.001980271,0.078823351
WDFY3-AS2,108.4267665,2.898165037,0.613911226,3.091921042,0.001988657,0.078851541
PALS2,514.397854,3.126606744,0.688313135,3.089591985,0.002004316,0.079072758
PTBP2,292.6963985,3.018952471,0.653875377,3.087671662,0.002017312,0.07923944
GUCY1A1,166.9378854,3.128083167,0.689612394,3.085912008,0.002029289,0.079250447
PRKG1,102.7269254,3.98360944,0.966720013,3.086322204,0.002026491,0.079250447
RNF217,102.2363021,3.183634166,0.708056289,3.083983856,0.002042487,0.079468992
TPD52L1,146.9194333,3.489325732,0.807714107,3.081939154,0.002056569,0.079627402
ADAMTS1,206.422373,3.224868128,0.721865786,3.082107744,0.002055404,0.079627402
IGSF10,76.72567218,4.447353932,1.119598951,3.079097143,0.00207629,0.080002136
NRP1,210.4234328,3.348423283,0.763401636,3.07626179,0.002096137,0.080242381
PARVA,141.4372267,3.312174546,0.751432375,3.077022793,0.002090793,0.080242381
ATP13A3,336.6171346,2.930868838,0.627936814,3.074941291,0.00210544,0.080371463
IQCK,98.93064144,2.743085029,0.567803851,3.069871801,0.002141507,0.080929607
COL21A1,68.45960938,4.754945771,1.224665267,3.06609967,0.00216871,0.081523647
BCKDHB,155.843383,2.389339955,0.453280233,3.065079511,0.002176121,0.081543319
ZHX1,410.0107447,2.464191307,0.477673009,3.065258616,0.002174819,0.081543319
PEAK1,617.815242,2.775696698,0.579674359,3.0632659,0.002189354,0.081732878
FBXO30,211.9520425,2.56071286,0.510658311,3.056276233,0.002241047,0.082750808
PTAR1,466.6738029,2.708263242,0.559079004,3.05549525,0.002246892,0.082802413
ST6GALNAC3,111.4256208,2.763554876,0.577908728,3.051614885,0.002276139,0.083140435
ZNF273,85.54973082,2.490921545,0.488815868,3.050067814,0.002287897,0.083457433
HEY2,54.56897994,3.129194098,0.699123122,3.045520926,0.002322776,0.083840397
SKIL,456.8218398,2.336252008,0.438568153,3.046851437,0.00231252,0.083840397
FADS1,631.9046053,2.462675216,0.480246691,3.045674741,0.002321588,0.083840397
RBP1,63.16139531,2.944609156,0.638793571,3.044190244,0.002333076,0.083975227
PRKCA,1536.772728,2.778798932,0.585563434,3.037756169,0.002383467,0.084998833
FSD1L,190.1008214,3.351840185,0.774620517,3.036119147,0.002396446,0.085237386
ERBIN,1516.378313,2.708806024,0.563059893,3.034856586,0.002406501,0.085482822
IQCA1,101.0716956,2.971428659,0.649897602,3.033445045,0.002417787,0.085659206
PTGR1,99.70444219,3.146083717,0.709495248,3.024803511,0.002487947,0.08700752
GPC4,75.42732792,3.797057746,0.924889003,3.024209106,0.002492841,0.087066317
NR4A3,185.4143724,4.54120039,1.172099174,3.021246384,0.002517364,0.087696818
USP6NL,141.2430145,2.230949131,0.407905545,3.017730814,0.00254675,0.088266713
JMY,303.752997,2.453220027,0.48171193,3.016782305,0.002554732,0.088430273
RASD1,286.6428538,3.248759803,0.745674128,3.015740683,0.002563524,0.088575949
SOCS4,235.2928886,2.693052515,0.561448198,3.015509752,0.002565477,0.088575949
QSER1,355.2178096,3.016261303,0.669226707,3.012822532,0.002588302,0.088878287
SMAD5,275.9533007,2.40788466,0.467221266,3.013314597,0.002584109,0.088878287
EVC,52.89404989,2.755334994,0.58325849,3.009531833,0.002616507,0.089365337
TCF12,483.0899697,2.741093763,0.57856012,3.009356683,0.002618016,0.089365337
RAP2A,516.3398217,2.804691842,0.600123916,3.007198668,0.002636674,0.089579863
FGD4,426.8802307,2.458707905,0.485087762,3.007101023,0.002637521,0.089579863
ATG2B,388.8674206,2.5829585,0.527014227,3.003635231,0.00266775,0.089702764
SDC4,499.9004511,3.233698222,0.74382805,3.002976592,0.00267353,0.089702764
STON2,613.9024744,3.404241926,0.800149367,3.004741396,0.002658067,0.089702764
PTPN14,223.8994043,2.685975912,0.561243102,3.004002911,0.002664528,0.089702764
WNK3,117.9718057,2.925124531,0.640622348,3.005084877,0.002655067,0.089702764
ANKIB1,668.2240184,2.715491844,0.572752492,2.995171332,0.002742907,0.09062992
PER3,269.8297409,3.055592459,0.686157337,2.995803366,0.002737229,0.09062992
ME1,111.911851,2.923680367,0.641646564,2.998037353,0.002717244,0.09062992
FAM199X,484.8405665,3.064150061,0.68910557,2.995404698,0.002740809,0.09062992
MBNL2,706.1647508,3.149875704,0.718052573,2.994036628,0.002753129,0.090665921
PTGFRN,92.43577566,2.848189419,0.618433928,2.988499396,0.002803511,0.090998259
SERPINE2,461.535915,3.447697044,0.818759397,2.98951933,0.002794168,0.090998259
CEP170,460.9776841,2.948620614,0.652034573,2.988523453,0.00280329,0.090998259
PDE7B,73.4749792,2.905404965,0.637495727,2.988890567,0.002799924,0.090998259
ZDHHC21,286.4699528,2.448919737,0.484432734,2.990961667,0.002781004,0.090998259
SESTD1,505.9226022,2.669629179,0.558481928,2.989584972,0.002793567,0.090998259
FAM167A,208.5106141,3.35365989,0.78778315,2.987700218,0.002810851,0.091106944
PIKFYVE,432.4898241,2.591781886,0.533098008,2.985908526,0.002827372,0.091118032
ZBTB38,502.0999744,2.711916699,0.574102613,2.981900204,0.002864654,0.091787609
CLCN3,739.87749,2.645937393,0.552219147,2.980587328,0.002876962,0.091842521
NEK7,318.0320152,2.845696928,0.619095408,2.981280277,0.002870459,0.091842521
RIN2,331.1849915,2.856532895,0.623843549,2.975959116,0.002920738,0.092477525
PPP2CB,770.9918159,2.393515181,0.468449498,2.974739403,0.002932375,0.092737656
MAGI2-AS3,236.474193,3.60323104,0.875569543,2.973185925,0.002947259,0.092991328
EPB41L2,984.8539497,3.047893102,0.689407559,2.97051153,0.002973042,0.093586956
REV3L,444.7078763,2.701677725,0.573509679,2.967129917,0.003005939,0.093938218
NRN1,349.0633945,3.537361799,0.855435393,2.966164154,0.003015395,0.093938218
ZC3H12C,225.5808625,3.784652001,0.939461131,2.964094959,0.003035746,0.0943553
KLHL2,442.2903243,2.721807025,0.581067964,2.963176655,0.003044818,0.094428208
CNKSR3,122.5050962,3.530394072,0.854334828,2.961829471,0.003058171,0.094510388
SAMD8,598.6581057,2.610153608,0.543823041,2.96080432,0.003068368,0.094717521
AP1AR,84.4421716,2.831512262,0.61915542,2.958081612,0.003095602,0.095124817
PALS1,379.7237661,2.466586958,0.496047207,2.956547152,0.003111047,0.095185451
BMI1,119.0166366,2.540832167,0.521017316,2.957353084,0.003102926,0.095185451
DSEL,246.2011789,2.784061908,0.603439171,2.956490053,0.003111623,0.095185451
RASGRF2,326.5011922,2.413262757,0.478123762,2.955851329,0.003118074,0.095251522
ID1,56.83225071,3.701144546,0.914281763,2.954389616,0.003132882,0.095297983
MLF1,55.35468902,2.844781736,0.624375219,2.954604345,0.003130703,0.095297983
CCND1,136.2515102,2.898674763,0.643303483,2.951444866,0.00316291,0.095995914
PIK3C2A,616.2718114,2.248705507,0.423362635,2.949493896,0.003182949,0.096280643
MSMO1,308.2200498,2.431931802,0.485929618,2.946788483,0.003210928,0.0966953
RAB23,76.57915431,3.937464426,0.996790032,2.946923958,0.003209521,0.0966953
SPRY2,154.594555,3.347554225,0.797441205,2.943858695,0.00324148,0.097291054
SECISBP2L,1501.629379,2.864681311,0.633351016,2.944151447,0.003238415,0.097291054
TMEM135,101.129885,2.656838381,0.563668062,2.939386658,0.003288625,0.097737348
MMD,394.9421605,2.743701273,0.593808407,2.936471181,0.003319697,0.098439538
SEMA3C,199.1604679,3.289589444,0.780219044,2.934546985,0.00334035,0.09862037
LANCL1,1065.43182,2.880960734,0.640835079,2.935171305,0.003333636,0.09862037
MAN2A1,947.9993172,2.885408708,0.64316642,2.931447676,0.003373862,0.098962966
HSPA13,236.8031704,2.911172559,0.651791438,2.932184203,0.00336587,0.098962966
EXOC5,366.1416948,2.545197399,0.527252384,2.930659862,0.003382429,0.098972533
CFAP97,176.8475855,2.412155446,0.481921313,2.93026145,0.003386769,0.098972533
MBLAC2,64.23063185,2.820628893,0.621649012,2.928708738,0.003403732,0.099195
MEGF11,134.0123999,2.77900256,0.608099782,2.925510931,0.003438911,0.099863901